"NM_POINT_SOURCE","ID_POINT","NO_VALUE_ORIGINAL","NO_VALUE_STANDARD","TM_PERIOD_START","TM_PERIOD_END","TM_PROCESSED","NM_DERIVATION_TYPE","NM_MNEMONIC"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 10.00.00.000000000,02-FEB-21 10.14.59.999000000,02-FEB-21 10.08.52.184000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 10.15.00.000000000,02-FEB-21 10.29.59.999000000,02-FEB-21 10.26.04.614000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 10.30.00.000000000,02-FEB-21 10.44.59.999000000,02-FEB-21 10.39.06.969000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 10.45.00.000000000,02-FEB-21 10.59.59.999000000,02-FEB-21 10.55.11.003000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 11.00.00.000000000,02-FEB-21 11.14.59.999000000,02-FEB-21 11.09.02.737000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 11.15.00.000000000,02-FEB-21 11.29.59.999000000,02-FEB-21 11.24.01.894000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 11.30.00.000000000,02-FEB-21 11.44.59.999000000,02-FEB-21 11.39.00.961000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 11.45.00.000000000,02-FEB-21 11.59.59.999000000,02-FEB-21 11.54.05.029000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 12.00.00.000000000,02-FEB-21 12.14.59.999000000,02-FEB-21 12.09.03.449000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 12.15.00.000000000,02-FEB-21 12.29.59.999000000,02-FEB-21 12.24.14.213000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.09375,0.09375,02-FEB-21 12.30.00.000000000,02-FEB-21 12.44.59.999000000,02-FEB-21 12.39.07.629000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 12.45.00.000000000,02-FEB-21 12.59.59.999000000,02-FEB-21 12.54.10.493000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 13.00.00.000000000,02-FEB-21 13.14.59.999000000,02-FEB-21 13.09.05.578000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 13.15.00.000000000,02-FEB-21 13.29.59.999000000,02-FEB-21 13.24.08.508000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 13.30.00.000000000,02-FEB-21 13.44.59.999000000,02-FEB-21 13.39.19.948000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 13.45.00.000000000,02-FEB-21 13.59.59.999000000,02-FEB-21 13.54.17.312000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 14.00.00.000000000,02-FEB-21 14.14.59.999000000,02-FEB-21 14.09.05.588000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 14.15.00.000000000,02-FEB-21 14.29.59.999000000,02-FEB-21 14.24.04.945000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 14.30.00.000000000,02-FEB-21 14.44.59.999000000,02-FEB-21 14.39.01.598000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 14.45.00.000000000,02-FEB-21 14.59.59.999000000,02-FEB-21 14.53.54.494000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 15.00.00.000000000,02-FEB-21 15.14.59.999000000,02-FEB-21 15.09.09.224000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 15.15.00.000000000,02-FEB-21 15.29.59.999000000,02-FEB-21 15.29.38.273000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 15.30.00.000000000,02-FEB-21 15.44.59.999000000,02-FEB-21 15.39.01.932000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 15.45.00.000000000,02-FEB-21 15.59.59.999000000,02-FEB-21 15.54.04.318000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 16.00.00.000000000,02-FEB-21 16.14.59.999000000,02-FEB-21 16.08.53.785000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 16.15.00.000000000,02-FEB-21 16.29.59.999000000,02-FEB-21 16.24.07.529000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.375,0.375,02-FEB-21 16.30.00.000000000,02-FEB-21 16.44.59.999000000,02-FEB-21 16.39.11.334000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",2.96875,2.96875,02-FEB-21 16.45.00.000000000,02-FEB-21 16.59.59.999000000,02-FEB-21 16.54.04.265000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",4.5625,4.5625,02-FEB-21 17.00.00.000000000,02-FEB-21 17.14.59.999000000,02-FEB-21 17.08.58.988000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",3.21875,3.21875,02-FEB-21 17.15.00.000000000,02-FEB-21 17.29.59.999000000,02-FEB-21 17.24.22.576000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",6.0625,6.0625,02-FEB-21 17.30.00.000000000,02-FEB-21 17.44.59.999000000,02-FEB-21 17.39.08.479000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",5.84375,5.84375,02-FEB-21 17.45.00.000000000,02-FEB-21 17.59.59.999000000,02-FEB-21 17.54.09.304000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",3,3,02-FEB-21 18.00.00.000000000,02-FEB-21 18.14.59.999000000,02-FEB-21 18.11.51.481000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",1.78125,1.78125,02-FEB-21 18.15.00.000000000,02-FEB-21 18.29.59.999000000,02-FEB-21 18.24.05.671000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.4375,0.4375,02-FEB-21 18.30.00.000000000,02-FEB-21 18.44.59.999000000,02-FEB-21 18.39.08.604000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.125,0.125,02-FEB-21 18.45.00.000000000,02-FEB-21 18.59.59.999000000,02-FEB-21 18.54.07.653000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.28125,0.28125,02-FEB-21 19.00.00.000000000,02-FEB-21 19.14.59.999000000,02-FEB-21 19.10.58.156000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.1875,0.1875,02-FEB-21 19.15.00.000000000,02-FEB-21 19.29.59.999000000,02-FEB-21 19.24.05.526000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",3.0625,3.0625,02-FEB-21 19.30.00.000000000,02-FEB-21 19.44.59.999000000,02-FEB-21 19.39.24.260000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.21875,0.21875,02-FEB-21 19.45.00.000000000,02-FEB-21 19.59.59.999000000,02-FEB-21 19.54.24.174000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 20.00.00.000000000,02-FEB-21 20.14.59.999000000,02-FEB-21 20.09.27.362000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 20.15.00.000000000,02-FEB-21 20.29.59.999000000,02-FEB-21 20.24.30.356000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 20.30.00.000000000,02-FEB-21 20.44.59.999000000,02-FEB-21 20.39.03.588000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.1875,0.1875,02-FEB-21 20.45.00.000000000,02-FEB-21 20.59.59.999000000,02-FEB-21 20.54.03.148000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 21.00.00.000000000,02-FEB-21 21.14.59.999000000,02-FEB-21 21.10.21.121000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 21.15.00.000000000,02-FEB-21 21.29.59.999000000,02-FEB-21 21.24.06.394000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 21.30.00.000000000,02-FEB-21 21.44.59.999000000,02-FEB-21 21.39.07.423000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 21.45.00.000000000,02-FEB-21 21.59.59.999000000,02-FEB-21 21.54.08.727000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 22.00.00.000000000,02-FEB-21 22.14.59.999000000,02-FEB-21 22.09.59.569000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 22.15.00.000000000,02-FEB-21 22.29.59.999000000,02-FEB-21 22.23.59.197000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 22.30.00.000000000,02-FEB-21 22.44.59.999000000,02-FEB-21 22.38.11.394000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 22.45.00.000000000,02-FEB-21 22.59.59.999000000,02-FEB-21 22.55.01.320000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 23.00.00.000000000,02-FEB-21 23.14.59.999000000,02-FEB-21 23.10.29.030000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,02-FEB-21 23.15.00.000000000,02-FEB-21 23.29.59.999000000,02-FEB-21 23.24.24.233000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.3125,0.3125,02-FEB-21 23.30.00.000000000,02-FEB-21 23.44.59.999000000,02-FEB-21 23.39.02.966000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.21875,0.21875,02-FEB-21 23.45.00.000000000,02-FEB-21 23.59.59.999000000,02-FEB-21 23.54.08.259000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.3125,0.3125,03-FEB-21 00.00.00.000000000,03-FEB-21 00.14.59.999000000,03-FEB-21 00.09.18.829000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.0625,0.0625,03-FEB-21 00.15.00.000000000,03-FEB-21 00.29.59.999000000,03-FEB-21 00.23.55.774000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.09375,0.09375,03-FEB-21 00.30.00.000000000,03-FEB-21 00.44.59.999000000,03-FEB-21 00.38.54.759000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.78125,0.78125,03-FEB-21 00.45.00.000000000,03-FEB-21 00.59.59.999000000,03-FEB-21 00.54.14.436000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.03125,0.03125,03-FEB-21 01.00.00.000000000,03-FEB-21 01.14.59.999000000,03-FEB-21 01.10.23.532000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.09375,0.09375,03-FEB-21 01.15.00.000000000,03-FEB-21 01.29.59.999000000,03-FEB-21 01.23.39.988000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 01.30.00.000000000,03-FEB-21 01.44.59.999000000,03-FEB-21 01.39.23.039000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 01.45.00.000000000,03-FEB-21 01.59.59.999000000,03-FEB-21 01.54.34.185000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.03125,0.03125,03-FEB-21 02.00.00.000000000,03-FEB-21 02.14.59.999000000,03-FEB-21 02.08.38.661000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.6875,0.6875,03-FEB-21 02.15.00.000000000,03-FEB-21 02.29.59.999000000,03-FEB-21 02.23.54.840000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 02.30.00.000000000,03-FEB-21 02.44.59.999000000,03-FEB-21 02.38.55.664000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 02.45.00.000000000,03-FEB-21 02.59.59.999000000,03-FEB-21 02.54.17.863000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 03.00.00.000000000,03-FEB-21 03.14.59.999000000,03-FEB-21 03.10.42.142000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 03.15.00.000000000,03-FEB-21 03.29.59.999000000,03-FEB-21 03.29.53.973000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 03.30.00.000000000,03-FEB-21 03.44.59.999000000,03-FEB-21 03.38.57.305000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 03.45.00.000000000,03-FEB-21 03.59.59.999000000,03-FEB-21 03.53.58.284000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 04.00.00.000000000,03-FEB-21 04.14.59.999000000,03-FEB-21 04.10.17.546000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 04.15.00.000000000,03-FEB-21 04.29.59.999000000,03-FEB-21 04.24.07.198000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 04.30.00.000000000,03-FEB-21 04.44.59.999000000,03-FEB-21 04.39.06.020000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 04.45.00.000000000,03-FEB-21 04.59.59.999000000,03-FEB-21 04.54.08.225000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 05.00.00.000000000,03-FEB-21 05.14.59.999000000,03-FEB-21 05.10.02.087000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 05.15.00.000000000,03-FEB-21 05.29.59.999000000,03-FEB-21 05.24.03.296000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 05.30.00.000000000,03-FEB-21 05.44.59.999000000,03-FEB-21 05.38.57.609000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 05.45.00.000000000,03-FEB-21 05.59.59.999000000,03-FEB-21 05.54.03.394000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 06.00.00.000000000,03-FEB-21 06.14.59.999000000,03-FEB-21 06.09.14.992000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 06.15.00.000000000,03-FEB-21 06.29.59.999000000,03-FEB-21 06.24.16.333000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 06.30.00.000000000,03-FEB-21 06.44.59.999000000,03-FEB-21 06.39.02.178000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 06.45.00.000000000,03-FEB-21 06.59.59.999000000,03-FEB-21 06.54.03.394000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 07.00.00.000000000,03-FEB-21 07.14.59.999000000,03-FEB-21 07.09.06.658000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 07.15.00.000000000,03-FEB-21 07.29.59.999000000,03-FEB-21 07.24.07.148000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 07.30.00.000000000,03-FEB-21 07.44.59.999000000,03-FEB-21 07.39.28.554000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 07.45.00.000000000,03-FEB-21 07.59.59.999000000,03-FEB-21 07.54.22.510000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 08.00.00.000000000,03-FEB-21 08.14.59.999000000,03-FEB-21 08.09.22.430000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 08.15.00.000000000,03-FEB-21 08.29.59.999000000,03-FEB-21 08.24.18.517000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 08.30.00.000000000,03-FEB-21 08.44.59.999000000,03-FEB-21 08.39.06.088000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 08.45.00.000000000,03-FEB-21 08.59.59.999000000,03-FEB-21 08.54.06.194000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 09.00.00.000000000,03-FEB-21 09.14.59.999000000,03-FEB-21 09.09.02.579000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 09.15.00.000000000,03-FEB-21 09.29.59.999000000,03-FEB-21 09.24.08.217000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 09.30.00.000000000,03-FEB-21 09.44.59.999000000,03-FEB-21 09.39.09.897000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 09.45.00.000000000,03-FEB-21 09.59.59.999000000,03-FEB-21 09.54.04.550000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 10.00.00.000000000,03-FEB-21 10.14.59.999000000,03-FEB-21 10.09.03.752000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 10.15.00.000000000,03-FEB-21 10.29.59.999000000,03-FEB-21 10.24.04.864000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 10.30.00.000000000,03-FEB-21 10.44.59.999000000,03-FEB-21 10.39.09.660000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 10.45.00.000000000,03-FEB-21 10.59.59.999000000,03-FEB-21 10.54.23.613000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 11.00.00.000000000,03-FEB-21 11.14.59.999000000,03-FEB-21 11.09.08.507000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 11.15.00.000000000,03-FEB-21 11.29.59.999000000,03-FEB-21 11.24.11.025000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 11.30.00.000000000,03-FEB-21 11.44.59.999000000,03-FEB-21 11.39.00.883000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 11.45.00.000000000,03-FEB-21 11.59.59.999000000,03-FEB-21 11.53.55.357000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 12.00.00.000000000,03-FEB-21 12.14.59.999000000,03-FEB-21 12.09.11.834000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 12.15.00.000000000,03-FEB-21 12.29.59.999000000,03-FEB-21 12.24.07.168000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 12.30.00.000000000,03-FEB-21 12.44.59.999000000,03-FEB-21 12.38.22.151000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 12.45.00.000000000,03-FEB-21 12.59.59.999000000,03-FEB-21 12.54.13.286000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 13.00.00.000000000,03-FEB-21 13.14.59.999000000,03-FEB-21 13.09.09.718000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 13.15.00.000000000,03-FEB-21 13.29.59.999000000,03-FEB-21 13.24.04.377000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 13.30.00.000000000,03-FEB-21 13.44.59.999000000,03-FEB-21 13.39.30.849000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 13.45.00.000000000,03-FEB-21 13.59.59.999000000,03-FEB-21 13.54.22.611000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 14.00.00.000000000,03-FEB-21 14.14.59.999000000,03-FEB-21 14.09.21.165000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 14.15.00.000000000,03-FEB-21 14.29.59.999000000,03-FEB-21 14.24.12.076000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 14.30.00.000000000,03-FEB-21 14.44.59.999000000,03-FEB-21 14.39.11.469000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 14.45.00.000000000,03-FEB-21 14.59.59.999000000,03-FEB-21 14.53.54.419000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 15.00.00.000000000,03-FEB-21 15.14.59.999000000,03-FEB-21 15.09.01.922000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 15.15.00.000000000,03-FEB-21 15.29.59.999000000,03-FEB-21 15.24.03.315000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 15.30.00.000000000,03-FEB-21 15.44.59.999000000,03-FEB-21 15.38.58.409000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 15.45.00.000000000,03-FEB-21 15.59.59.999000000,03-FEB-21 15.54.02.629000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",1.5625,1.5625,03-FEB-21 16.00.00.000000000,03-FEB-21 16.14.59.999000000,03-FEB-21 16.08.49.055000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",1.5625,1.5625,03-FEB-21 16.15.00.000000000,03-FEB-21 16.29.59.999000000,03-FEB-21 16.24.02.308000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.375,0.375,03-FEB-21 16.30.00.000000000,03-FEB-21 16.44.59.999000000,03-FEB-21 16.39.00.847000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.21875,0.21875,03-FEB-21 16.45.00.000000000,03-FEB-21 16.59.59.999000000,03-FEB-21 16.54.07.879000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 17.00.00.000000000,03-FEB-21 17.14.59.999000000,03-FEB-21 17.09.08.123000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 17.15.00.000000000,03-FEB-21 17.29.59.999000000,03-FEB-21 17.26.08.796000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 17.30.00.000000000,03-FEB-21 17.44.59.999000000,03-FEB-21 17.38.56.482000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 17.45.00.000000000,03-FEB-21 17.59.59.999000000,03-FEB-21 17.54.08.586000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 18.00.00.000000000,03-FEB-21 18.14.59.999000000,03-FEB-21 18.10.55.760000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 18.15.00.000000000,03-FEB-21 18.29.59.999000000,03-FEB-21 18.24.04.463000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 18.30.00.000000000,03-FEB-21 18.44.59.999000000,03-FEB-21 18.39.00.775000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 18.45.00.000000000,03-FEB-21 18.59.59.999000000,03-FEB-21 18.54.07.558000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 19.00.00.000000000,03-FEB-21 19.14.59.999000000,03-FEB-21 19.10.51.159000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 19.15.00.000000000,03-FEB-21 19.29.59.999000000,03-FEB-21 19.24.11.601000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 19.30.00.000000000,03-FEB-21 19.44.59.999000000,03-FEB-21 19.39.24.794000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 19.45.00.000000000,03-FEB-21 19.59.59.999000000,03-FEB-21 19.54.28.340000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 20.00.00.000000000,03-FEB-21 20.14.59.999000000,03-FEB-21 20.09.14.351000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 20.15.00.000000000,03-FEB-21 20.29.59.999000000,03-FEB-21 20.24.04.084000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 20.30.00.000000000,03-FEB-21 20.44.59.999000000,03-FEB-21 20.39.01.385000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 20.45.00.000000000,03-FEB-21 20.59.59.999000000,03-FEB-21 20.53.58.309000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 21.00.00.000000000,03-FEB-21 21.14.59.999000000,03-FEB-21 21.09.52.023000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 21.15.00.000000000,03-FEB-21 21.29.59.999000000,03-FEB-21 21.24.04.049000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.125,0.125,03-FEB-21 21.30.00.000000000,03-FEB-21 21.44.59.999000000,03-FEB-21 21.38.12.332000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 21.45.00.000000000,03-FEB-21 21.59.59.999000000,03-FEB-21 21.53.59.318000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 22.00.00.000000000,03-FEB-21 22.14.59.999000000,03-FEB-21 22.18.50.361000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 22.15.00.000000000,03-FEB-21 22.29.59.999000000,03-FEB-21 22.23.57.616000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0,0,03-FEB-21 22.30.00.000000000,03-FEB-21 22.44.59.999000000,03-FEB-21 22.39.07.760000000,"Average","mm/hr"
"WeatherQuest","SK47004600_ActualRainFall",0.59375,0.59375,03-FEB-21 22.45.00.000000000,03-FEB-21 22.59.59.999000000,03-FEB-21 22.54.00.430000000,"Average","mm/hr"
